Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ);MOL-Abweichung
03.01.2023;CET;06:45;07:00;MW;0,000;0,000;0,063;0,670;0,733;30,341;3,853;2,407;66,292;102,893;0
03.01.2023;CET;07:00;07:15;MW;0,000;0,000;0,016;0,000;0,016;137,525;13,787;6,484;322,941;480,737;0
03.01.2023;CET;07:15;07:30;MW;0,000;0,001;0,010;6,385;6,396;27,441;1,872;2,121;26,742;58,176;0
03.01.2023;CET;07:30;07:45;MW;0,000;1,101;3,145;1,938;6,184;46,167;3,272;4,200;23,962;77,601;0
03.01.2023;CET;07:45;08:00;MW;0,021;0,065;0,717;2,575;3,378;1,952;2,477;2,916;1,662;9,007;0
03.01.2023;CET;08:00;08:15;MW;0,000;0,059;0,055;0,248;0,362;76,700;2,179;3,538;196,582;278,999;0
03.01.2023;CET;08:15;08:30;MW;0,000;0,028;0,017;0,188;0,233;177,479;0,915;3,879;195,528;377,801;0
03.01.2023;CET;08:30;08:45;MW;0,000;0,491;0,097;0,000;0,588;64,702;1,699;2,820;34,290;103,511;0
03.01.2023;CET;08:45;09:00;MW;0,000;0,009;0,099;0,151;0,259;9,861;1,271;2,925;27,736;41,793;0
03.01.2023;CET;09:00;09:15;MW;0,000;0,000;0,062;0,574;0,636;104,955;4,584;8,329;237,735;355,603;0
03.01.2023;CET;09:15;09:30;MW;0,000;0,015;0,379;0,014;0,408;1,989;1,434;2,915;10,477;16,815;0
03.01.2023;CET;09:30;09:45;MW;0,002;0,305;0,048;0,063;0,418;44,067;2,192;4,708;46,350;97,317;0
03.01.2023;CET;09:45;10:00;MW;0,000;0,000;0,040;0,101;0,141;143,367;1,483;9,566;304,169;458,585;0
03.01.2023;CET;10:00;10:15;MW;0,000;0,000;0,131;1,966;2,097;27,517;1,534;3,969;77,166;110,186;0
03.01.2023;CET;10:15;10:30;MW;0,000;0,017;0,061;0,095;0,173;70,922;1,104;6,414;116,401;194,841;0
03.01.2023;CET;10:30;10:45;MW;0,000;2,324;0,103;0,233;2,660;30,972;2,104;4,362;40,878;78,316;0
03.01.2023;CET;10:45;11:00;MW;0,000;0,045;0,625;3,638;4,308;22,786;7,519;4,194;47,382;81,881;0
03.01.2023;CET;11:00;11:15;MW;0,000;0,185;0,077;2,194;2,456;56,466;10,141;4,166;185,138;255,911;0
03.01.2023;CET;11:15;11:30;MW;0,000;0,000;0,039;0,000;0,039;95,465;30,490;4,999;118,641;249,595;0
03.01.2023;CET;11:30;11:45;MW;0,000;0,000;0,055;0,110;0,165;34,836;19,036;4,066;49,903;107,841;0
03.01.2023;CET;11:45;12:00;MW;0,004;0,000;0,085;0,311;0,400;24,573;22,009;3,577;113,540;163,699;0
03.01.2023;CET;12:00;12:15;MW;0,000;0,597;0,054;0,062;0,713;38,493;22,109;3,634;108,758;172,994;0
03.01.2023;CET;12:15;12:30;MW;0,049;0,000;0,057;0,043;0,149;19,803;29,726;3,891;87,054;140,474;0
03.01.2023;CET;12:30;12:45;MW;0,000;0,047;13,866;0,680;14,593;7,018;7,234;2,304;15,977;32,533;0
03.01.2023;CET;12:45;13:00;MW;1,396;0,087;13,589;2,310;17,382;0,309;2,336;2,004;2,982;7,631;0
03.01.2023;CET;13:00;13:15;MW;0,000;0,000;0,099;0,206;0,305;1,844;1,440;1,764;5,326;10,374;0
03.01.2023;CET;13:15;13:30;MW;0,042;0,000;0,080;0,018;0,140;0,375;1,732;1,578;2,951;6,636;0
03.01.2023;CET;13:30;13:45;MW;0,000;0,317;0,065;0,027;0,409;14,484;2,088;2,081;3,830;22,483;0
03.01.2023;CET;13:45;14:00;MW;0,058;0,022;0,201;0,003;0,284;30,873;1,386;3,456;114,289;150,004;0
03.01.2023;CET;14:00;14:15;MW;0,876;0,000;0,122;0,089;1,087;9,100;1,754;4,450;37,789;53,093;0
03.01.2023;CET;14:15;14:30;MW;0,821;0,189;0,923;2,095;4,028;14,644;1,766;1,979;3,715;22,104;0
03.01.2023;CET;14:30;14:45;MW;0,000;0,238;3,407;0,301;3,946;33,981;1,751;2,612;28,729;67,073;0
03.01.2023;CET;14:45;15:00;MW;0,438;0,096;11,103;0,681;12,318;3,181;1,554;2,482;8,239;15,456;0
03.01.2023;CET;15:00;15:15;MW;4,934;0,026;10,321;0,826;16,107;1,563;1,058;2,623;5,145;10,389;0
03.01.2023;CET;15:15;15:30;MW;2,690;0,199;6,739;0,906;10,534;4,692;1,594;2,239;1,614;10,139;0
03.01.2023;CET;15:30;15:45;MW;32,656;0,291;32,498;1,751;67,196;0,079;1,340;2,279;1,781;5,479;0
03.01.2023;CET;15:45;16:00;MW;0,735;0,008;2,168;0,230;3,141;11,902;3,944;2,328;45,737;63,911;0
03.01.2023;CET;16:00;16:15;MW;25,028;0,397;5,824;0,705;31,954;0,879;1,079;2,496;2,380;6,834;0
03.01.2023;CET;16:15;16:30;MW;37,572;0,183;44,897;5,326;87,978;0,038;1,433;2,341;1,728;5,540;0
03.01.2023;CET;16:30;16:45;MW;83,351;0,821;179,222;111,961;375,355;0,000;0,737;1,759;0,548;3,044;0
03.01.2023;CET;16:45;17:00;MW;83,373;0,300;176,401;84,163;344,237;0,000;0,666;2,268;3,376;6,310;0
03.01.2023;CET;17:00;17:15;MW;23,261;0,344;85,081;1,795;110,481;5,711;1,079;2,554;11,948;21,292;0
03.01.2023;CET;17:15;17:30;MW;59,258;0,240;154,792;27,638;241,928;0,019;0,633;2,385;3,034;6,071;0
03.01.2023;CET;17:30;17:45;MW;6,685;0,548;51,563;0,142;58,938;1,229;2,025;2,429;11,795;17,478;0
03.01.2023;CET;17:45;18:00;MW;8,937;0,383;6,948;0,477;16,745;11,213;5,428;3,031;66,148;85,820;0
03.01.2023;CET;18:00;18:15;MW;0,000;0,000;0,007;0,000;0,007;233,806;35,229;11,802;688,027;968,864;0
03.01.2023;CET;18:15;18:30;MW;0,000;0,000;0,726;0,000;0,726;172,716;25,186;14,061;605,509;817,472;0
03.01.2023;CET;18:30;18:45;MW;0,000;0,000;0,254;0,000;0,254;45,246;20,711;6,584;384,108;456,649;0
03.01.2023;CET;18:45;19:00;MW;0,000;0,000;4,541;0,064;4,605;10,094;12,806;7,304;244,456;274,660;0
03.01.2023;CET;19:00;19:15;MW;1,184;0,000;6,130;0,073;7,387;7,963;11,108;4,614;113,619;137,304;0
03.01.2023;CET;19:15;19:30;MW;0,000;0,000;0,285;0,193;0,478;66,858;24,649;8,205;338,200;437,912;0
03.01.2023;CET;19:30;19:45;MW;0,000;0,000;0,042;0,000;0,042;145,169;36,454;9,378;353,337;544,338;0
03.01.2023;CET;19:45;20:00;MW;0,707;0,000;0,444;0,000;1,151;199,280;37,758;7,539;430,235;674,812;0
03.01.2023;CET;20:00;20:15;MW;0,000;0,104;5,340;0,386;5,830;43,981;9,877;3,139;57,039;114,036;0
03.01.2023;CET;20:15;20:30;MW;0,040;2,684;7,988;1,408;12,120;30,368;7,689;4,212;140,747;183,016;0
03.01.2023;CET;20:30;20:45;MW;0,000;0,000;0,007;0,038;0,045;86,368;15,865;7,439;289,854;399,526;0
03.01.2023;CET;20:45;21:00;MW;0,000;0,000;0,100;0,000;0,100;32,876;16,175;3,994;332,255;385,300;0
03.01.2023;CET;21:00;21:15;MW;0,000;0,000;0,053;0,677;0,730;75,180;13,632;3,930;147,391;240,133;0
03.01.2023;CET;21:15;21:30;MW;0,000;0,000;0,025;0,274;0,299;140,285;18,833;4,502;261,483;425,103;0
03.01.2023;CET;21:30;21:45;MW;0,000;0,000;0,019;0,000;0,019;152,285;16,646;5,796;346,410;521,137;0
03.01.2023;CET;21:45;22:00;MW;0,000;0,000;0,033;0,000;0,033;136,565;19,392;4,343;473,415;633,715;0
03.01.2023;CET;22:00;22:15;MW;0,008;2,910;6,950;3,957;13,825;27,545;6,109;2,090;58,974;94,718;0
03.01.2023;CET;22:15;22:30;MW;0,000;6,436;22,197;44,012;72,645;7,764;0,947;1,471;2,445;12,627;0
03.01.2023;CET;22:30;22:45;MW;0,005;4,609;6,780;7,926;19,320;3,847;0,690;1,704;0,532;6,773;0
03.01.2023;CET;22:45;23:00;MW;0,000;4,712;8,921;14,199;27,832;18,947;7,118;1,949;4,714;32,728;0
03.01.2023;CET;23:00;23:15;MW;0,032;0,000;0,430;0,008;0,470;110,384;15,700;8,460;267,720;402,264;0
03.01.2023;CET;23:15;23:30;MW;0,000;0,526;1,274;1,333;3,133;69,861;12,528;3,235;117,850;203,474;0
03.01.2023;CET;23:30;23:45;MW;0,000;0,005;0,086;0,870;0,961;58,374;11,312;3,515;180,194;253,395;0
03.01.2023;CET;23:45;00:00;MW;0,001;0,047;0,072;1,039;1,159;32,808;5,888;1,821;112,395;152,912;0
04.01.2023;CET;00:00;00:15;MW;0,010;0,000;0,169;0,000;0,179;1,300;14,485;3,465;395,519;414,769;0
04.01.2023;CET;00:15;00:30;MW;0,057;0,011;0,018;0,000;0,086;0,192;12,905;4,093;232,224;249,414;0
04.01.2023;CET;00:30;00:45;MW;0,000;0,000;0,028;0,000;0,028;0,790;31,948;12,250;243,824;288,812;0
04.01.2023;CET;00:45;01:00;MW;0,161;0,134;0,051;0,830;1,176;0,038;9,234;6,603;84,920;100,795;0
04.01.2023;CET;01:00;01:15;MW;0,050;0,145;0,253;0,462;0,910;0,735;4,842;2,075;33,594;41,246;0
04.01.2023;CET;01:15;01:30;MW;0,175;0,000;0,020;0,000;0,195;0,535;36,017;20,332;227,620;284,504;0
04.01.2023;CET;01:30;01:45;MW;0,000;0,000;0,026;0,042;0,068;1,451;25,692;14,934;148,794;190,871;0
04.01.2023;CET;01:45;02:00;MW;0,485;0,000;0,018;0,000;0,503;0,241;32,299;22,580;250,432;305,552;0
04.01.2023;CET;02:00;02:15;MW;0,005;0,055;0,220;0,113;0,393;0,687;6,768;8,640;45,319;61,414;0
04.01.2023;CET;02:15;02:30;MW;0,005;0,010;0,028;0,142;0,185;1,059;56,927;41,934;242,940;342,860;0
04.01.2023;CET;02:30;02:45;MW;0,004;0,000;0,025;0,000;0,029;0,994;27,780;21,484;196,776;247,034;0
04.01.2023;CET;02:45;03:00;MW;0,001;0,004;0,048;0,000;0,053;0,578;17,387;8,571;137,708;164,244;0
04.01.2023;CET;03:00;03:15;MW;0,300;0,069;1,488;1,507;3,364;0,381;18,024;11,138;129,668;159,211;0
04.01.2023;CET;03:15;03:30;MW;0,000;0,000;0,020;0,000;0,020;1,544;33,892;29,186;211,194;275,816;0
04.01.2023;CET;03:30;03:45;MW;0,198;0,051;0,038;0,034;0,321;0,080;19,693;7,860;146,180;173,813;0
04.01.2023;CET;03:45;04:00;MW;0,045;0,257;0,566;0,416;1,284;1,140;16,230;7,532;97,084;121,986;0
04.01.2023;CET;04:00;04:15;MW;9,820;3,797;14,595;30,373;58,585;0,001;1,590;1,971;9,407;12,969;0
04.01.2023;CET;04:15;04:30;MW;0,015;0,000;0,030;0,000;0,045;0,541;8,186;2,634;109,178;120,539;0
04.01.2023;CET;04:30;04:45;MW;0,001;0,191;0,028;0,000;0,220;0,640;16,410;15,191;140,328;172,569;0
04.01.2023;CET;04:45;05:00;MW;0,115;0,146;1,785;0,473;2,519;0,165;8,619;3,858;95,655;108,297;0
04.01.2023;CET;05:00;05:15;MW;0,003;0,922;2,108;3,603;6,636;0,633;7,495;2,625;97,259;108,012;0
04.01.2023;CET;05:15;05:30;MW;0,149;0,004;0,036;0,000;0,189;0,069;11,898;3,303;115,816;131,086;0
04.01.2023;CET;05:30;05:45;MW;0,000;0,135;0,197;0,758;1,090;1,234;14,546;20,508;135,272;171,560;0
04.01.2023;CET;05:45;06:00;MW;2,286;2,548;8,298;65,706;78,838;0,010;2,569;1,519;25,257;29,355;0
04.01.2023;CET;06:00;06:15;MW;0,677;1,412;3,241;21,282;26,612;0,935;10,061;8,153;126,617;145,766;0
04.01.2023;CET;06:15;06:30;MW;0,236;0,000;0,021;4,108;4,365;1,104;24,603;30,596;329,662;385,965;0
04.01.2023;CET;06:30;06:45;MW;0,111;0,007;0,026;0,010;0,154;0,134;16,259;13,350;265,589;295,332;0
04.01.2023;CET;06:45;07:00;MW;0,013;0,193;0,063;0,253;0,522;0,274;5,270;3,617;79,192;88,353;0
04.01.2023;CET;07:00;07:15;MW;0,012;0,000;0,025;4,147;4,184;4,653;28,516;31,651;240,405;305,225;0
04.01.2023;CET;07:15;07:30;MW;0,000;0,100;0,029;4,470;4,599;0,651;8,764;2,698;146,778;158,891;0
04.01.2023;CET;07:30;07:45;MW;0,002;0,657;0,512;1,523;2,694;0,683;4,630;1,953;67,320;74,586;0
04.01.2023;CET;07:45;08:00;MW;0,000;2,444;2,183;14,800;19,427;1,225;1,898;1,831;23,405;28,359;0
04.01.2023;CET;08:00;08:15;MW;0,772;0,993;0,467;6,053;8,285;0,402;19,342;16,383;384,450;420,577;0
04.01.2023;CET;08:15;08:30;MW;0,248;0,009;0,005;0,069;0,331;0,073;7,189;3,612;150,302;161,176;0
04.01.2023;CET;08:30;08:45;MW;0,000;0,000;0,008;0,000;0,008;1,040;10,524;3,397;247,090;262,051;0
04.01.2023;CET;08:45;09:00;MW;0,009;0,000;0,004;0,000;0,013;0,347;18,301;11,936;548,637;579,221;0
04.01.2023;CET;09:00;09:15;MW;0,000;0,121;0,008;0,832;0,961;1,442;5,083;5,131;153,072;164,728;0
04.01.2023;CET;09:15;09:30;MW;0,000;0,000;0,060;0,000;0,060;1,075;10,025;4,107;303,707;318,914;0
04.01.2023;CET;09:30;09:45;MW;0,000;0,002;0,070;0,000;0,072;0,758;9,474;3,311;254,047;267,590;0
04.01.2023;CET;09:45;10:00;MW;0,049;0,043;0,062;0,790;0,944;0,233;7,517;3,985;196,961;208,696;0
04.01.2023;CET;10:00;10:15;MW;0,063;3,114;0,089;0,088;3,354;0,112;5,758;2,500;172,727;181,097;0
04.01.2023;CET;10:15;10:30;MW;0,008;0,000;0,100;0,027;0,135;0,457;8,176;2,583;167,466;178,682;0
04.01.2023;CET;10:30;10:45;MW;0,230;0,033;0,189;0,479;0,931;0,005;4,994;2,678;52,700;60,377;0
04.01.2023;CET;10:45;11:00;MW;0,000;0,163;0,072;0,081;0,316;1,561;1,951;3,347;22,625;29,484;0
04.01.2023;CET;11:00;11:15;MW;1,020;11,522;6,404;100,398;119,344;0,917;0,067;2,031;1,274;4,289;0
04.01.2023;CET;11:15;11:30;MW;0,556;1,644;2,130;4,507;8,837;0,011;0,539;1,899;2,023;4,472;0
04.01.2023;CET;11:30;11:45;MW;1,335;3,957;3,467;31,409;40,168;1,144;11,850;8,120;270,151;291,265;0
04.01.2023;CET;11:45;12:00;MW;4,116;6,902;3,443;6,407;20,868;0,342;7,314;2,656;62,406;72,718;0
04.01.2023;CET;12:00;12:15;MW;101,228;9,510;14,526;11,681;136,945;0,420;4,652;1,669;71,276;78,017;0
04.01.2023;CET;12:15;12:30;MW;4,090;0,411;0,453;0,940;5,894;0,081;7,831;2,414;67,819;78,145;0
04.01.2023;CET;12:30;12:45;MW;0,057;0,399;0,158;0,972;1,586;1,281;3,369;1,919;11,623;18,192;0
04.01.2023;CET;12:45;13:00;MW;0,108;0,243;0,155;0,183;0,689;0,506;10,305;4,414;119,892;135,117;0
04.01.2023;CET;13:00;13:15;MW;7,324;6,289;10,881;18,003;42,497;0,018;2,303;3,340;17,659;23,320;0
04.01.2023;CET;13:15;13:30;MW;9,101;10,963;16,177;22,824;59,065;0,249;0,106;2,025;0,884;3,264;0
04.01.2023;CET;13:30;13:45;MW;6,983;1,793;4,400;1,278;14,454;8,400;6,024;2,434;18,765;35,623;0
04.01.2023;CET;13:45;14:00;MW;6,232;0,337;0,678;1,604;8,851;17,435;9,906;6,674;133,230;167,245;0
04.01.2023;CET;14:00;14:15;MW;0,000;0,000;0,020;0,000;0,020;36,672;19,672;11,337;418,560;486,241;0
04.01.2023;CET;14:15;14:30;MW;0,000;0,000;0,034;0,103;0,137;25,613;21,202;10,815;128,349;185,979;0
04.01.2023;CET;14:30;14:45;MW;0,000;0,000;0,135;0,016;0,151;38,383;16,985;8,902;38,669;102,939;0
04.01.2023;CET;14:45;15:00;MW;4,344;0,064;6,228;0,068;10,704;22,543;9,252;5,909;42,930;80,634;0
04.01.2023;CET;15:00;15:15;MW;0,000;0,000;0,017;0,000;0,017;58,589;17,544;15,694;184,387;276,214;0
04.01.2023;CET;15:15;15:30;MW;0,000;0,000;0,032;0,000;0,032;54,672;21,426;11,792;227,790;315,680;0
04.01.2023;CET;15:30;15:45;MW;0,000;0,000;0,018;0,047;0,065;54,057;25,223;14,459;130,603;224,342;0
04.01.2023;CET;15:45;16:00;MW;2,611;0,167;3,976;0,777;7,531;29,168;11,217;8,128;45,428;93,941;0
04.01.2023;CET;16:00;16:15;MW;0,000;0,035;0,157;1,923;2,115;14,252;7,411;5,834;9,105;36,602;0
04.01.2023;CET;16:15;16:30;MW;0,017;6,714;46,849;65,507;119,087;0,211;0,047;2,252;0,866;3,376;0
04.01.2023;CET;16:30;16:45;MW;0,049;8,429;57,376;53,046;118,900;0,396;0,358;2,063;0,593;3,410;0
04.01.2023;CET;16:45;17:00;MW;0,003;0,703;3,277;3,931;7,914;33,381;9,217;6,093;81,383;130,074;0
04.01.2023;CET;17:00;17:15;MW;0,002;0,141;1,073;1,653;2,869;0,670;11,784;13,791;28,793;55,038;0
04.01.2023;CET;17:15;17:30;MW;0,000;0,077;0,294;0,284;0,655;2,187;9,263;19,660;67,420;98,530;0
04.01.2023;CET;17:30;17:45;MW;0,005;0,000;0,134;0,156;0,295;36,555;17,116;31,639;74,745;160,055;0
04.01.2023;CET;17:45;18:00;MW;0,000;0,080;0,659;51,028;51,767;10,575;6,306;11,651;51,839;80,371;0
04.01.2023;CET;18:00;18:15;MW;0,000;0,069;3,623;52,086;55,778;40,927;13,054;12,977;85,654;152,612;0
04.01.2023;CET;18:15;18:30;MW;0,127;0,124;4,269;10,795;15,315;17,101;4,949;6,535;23,723;52,308;0
04.01.2023;CET;18:30;18:45;MW;0,000;0,609;5,826;14,313;20,748;0,930;2,421;3,307;0,257;6,915;0
04.01.2023;CET;18:45;19:00;MW;0,084;0,259;0,663;3,375;4,381;13,837;7,131;5,066;21,291;47,325;0
04.01.2023;CET;19:00;19:15;MW;0,000;0,086;16,435;168,016;184,537;4,644;2,881;2,836;2,536;12,897;0
04.01.2023;CET;19:15;19:30;MW;0,006;0,456;8,715;63,553;72,730;11,502;4,729;3,448;17,116;36,795;0
04.01.2023;CET;19:30;19:45;MW;0,000;0,207;3,839;13,814;17,860;31,994;12,020;8,958;88,517;141,489;0
04.01.2023;CET;19:45;20:00;MW;0,136;0,378;0,300;0,601;1,415;9,689;4,939;6,002;25,217;45,847;0
04.01.2023;CET;20:00;20:15;MW;0,001;0,119;0,289;146,114;146,523;0,803;3,171;2,257;44,508;50,739;0
04.01.2023;CET;20:15;20:30;MW;0,335;4,049;9,415;15,221;29,020;0,067;3,616;2,919;55,058;61,660;0
04.01.2023;CET;20:30;20:45;MW;0,213;0,624;2,587;0,542;3,966;0,027;9,131;4,218;29,637;43,013;0
04.01.2023;CET;20:45;21:00;MW;0,000;0,000;0,096;0,084;0,180;1,005;16,592;9,519;66,602;93,718;0
04.01.2023;CET;21:00;21:15;MW;0,061;0,152;3,823;0,454;4,490;0,388;10,461;5,968;79,032;95,849;0
04.01.2023;CET;21:15;21:30;MW;0,014;0,961;8,071;4,574;13,620;1,925;8,377;4,794;48,469;63,565;0
04.01.2023;CET;21:30;21:45;MW;0,024;0,000;0,031;0,000;0,055;0,173;16,705;11,655;238,728;267,261;0
04.01.2023;CET;21:45;22:00;MW;0,000;0,000;0,022;0,000;0,022;6,036;19,855;27,067;538,292;591,250;0
04.01.2023;CET;22:00;22:15;MW;0,518;0,124;0,109;1,595;2,346;0,021;12,295;6,194;92,959;111,469;0
04.01.2023;CET;22:15;22:30;MW;0,000;0,898;0,127;0,842;1,867;0,808;6,075;3,417;38,631;48,931;0
04.01.2023;CET;22:30;22:45;MW;0,475;0,098;0,093;1,393;2,059;0,079;11,553;6,847;101,950;120,429;0
04.01.2023;CET;22:45;23:00;MW;0,122;0,000;0,028;0,146;0,296;0,099;16,666;10,818;198,523;226,106;0
04.01.2023;CET;23:00;23:15;MW;0,109;2,790;1,889;21,979;26,767;24,433;32,540;48,804;258,280;364,057;0
04.01.2023;CET;23:15;23:30;MW;0,026;0,153;0,180;0,684;1,043;14,423;26,692;29,559;94,023;164,697;0
04.01.2023;CET;23:30;23:45;MW;0,000;0,320;0,103;0,426;0,849;1,620;11,122;5,543;95,579;113,864;0
04.01.2023;CET;23:45;00:00;MW;0,000;0,014;0,103;0,757;0,874;9,557;30,133;33,505;284,393;357,588;0
05.01.2023;CET;00:00;00:15;MW;0,000;0,000;0,108;1,295;1,403;18,614;41,232;42,114;263,708;365,668;0
05.01.2023;CET;00:15;00:30;MW;0,000;0,090;0,162;1,386;1,638;2,225;24,012;15,738;241,128;283,103;0
05.01.2023;CET;00:30;00:45;MW;0,071;0,375;0,101;4,446;4,993;1,109;22,344;13,219;144,705;181,377;0
05.01.2023;CET;00:45;01:00;MW;0,059;0,049;0,208;2,782;3,098;1,004;25,178;15,656;74,344;116,182;0
05.01.2023;CET;01:00;01:15;MW;3,532;0,203;9,394;37,893;51,022;0,000;5,370;1,964;22,503;29,837;0
05.01.2023;CET;01:15;01:30;MW;10,608;0,801;11,459;10,970;33,838;0,188;9,591;4,386;44,529;58,694;0
05.01.2023;CET;01:30;01:45;MW;0,159;0,016;1,506;0,219;1,900;2,580;29,797;18,276;117,962;168,615;0
05.01.2023;CET;01:45;02:00;MW;0,078;0,123;0,216;1,139;1,556;1,105;10,988;10,062;18,738;40,893;0
05.01.2023;CET;02:00;02:15;MW;0,000;0,310;9,725;19,858;29,893;1,583;2,271;1,596;5,501;10,951;0
05.01.2023;CET;02:15;02:30;MW;0,126;0,126;0,514;0,428;1,194;1,424;14,453;3,339;16,784;36,000;0
05.01.2023;CET;02:30;02:45;MW;1,181;0,609;2,316;0,995;5,101;1,063;19,043;8,316;91,573;119,995;0
05.01.2023;CET;02:45;03:00;MW;0,006;0,000;0,151;0,032;0,189;0,494;23,172;10,170;65,957;99,793;0
05.01.2023;CET;03:00;03:15;MW;3,722;0,293;5,822;26,351;36,188;0,411;14,064;9,603;47,399;71,477;0
05.01.2023;CET;03:15;03:30;MW;0,223;0,000;0,165;0,003;0,391;0,151;24,407;12,408;43,359;80,325;0
05.01.2023;CET;03:30;03:45;MW;0,043;0,000;0,076;0,000;0,119;1,857;41,122;28,914;178,413;250,306;0
05.01.2023;CET;03:45;04:00;MW;0,000;0,000;0,091;0,000;0,091;2,722;31,415;25,504;140,331;199,972;0
05.01.2023;CET;04:00;04:15;MW;0,020;0,149;0,301;1,220;1,690;0,435;11,038;2,883;5,117;19,473;0
05.01.2023;CET;04:15;04:30;MW;0,030;0,094;0,346;1,591;2,061;0,383;12,453;1,439;6,189;20,464;0
05.01.2023;CET;04:30;04:45;MW;1,167;0,127;8,849;5,951;16,094;0,242;13,841;11,621;73,077;98,781;0
05.01.2023;CET;04:45;05:00;MW;4,382;0,289;8,078;19,945;32,694;1,236;9,544;3,089;29,641;43,510;0
05.01.2023;CET;05:00;05:15;MW;11,641;1,953;9,233;23,866;46,693;0,022;2,161;1,848;6,782;10,813;0
05.01.2023;CET;05:15;05:30;MW;0,005;0,063;0,169;0,158;0,395;0,735;14,195;5,276;81,346;101,552;0
05.01.2023;CET;05:30;05:45;MW;2,987;0,947;3,328;8,001;15,263;0,055;8,414;10,188;38,248;56,905;0
05.01.2023;CET;05:45;06:00;MW;8,929;2,703;10,083;10,125;31,840;0,411;9,929;2,408;56,554;69,302;0
05.01.2023;CET;06:00;06:15;MW;0,000;0,010;0,092;0,673;0,775;3,049;15,633;13,921;179,478;212,081;0
05.01.2023;CET;06:15;06:30;MW;0,000;0,029;0,105;0,930;1,064;1,023;13,417;6,110;84,076;104,626;0
05.01.2023;CET;06:30;06:45;MW;0,077;0,127;0,171;8,089;8,464;0,208;13,118;10,439;102,308;126,073;0
05.01.2023;CET;06:45;07:00;MW;0,000;0,073;0,030;0,000;0,103;1,507;19,814;15,631;234,417;271,369;0
05.01.2023;CET;07:00;07:15;MW;0,122;0,010;0,055;0,067;0,254;1,288;18,746;17,297;145,047;182,378;0
05.01.2023;CET;07:15;07:30;MW;0,000;0,051;0,169;0,380;0,600;0,807;16,085;10,925;152,701;180,518;0
05.01.2023;CET;07:30;07:45;MW;4,781;2,741;11,610;21,517;40,649;0,510;4,842;7,247;33,421;46,020;0
05.01.2023;CET;07:45;08:00;MW;3,011;1,802;18,448;13,896;37,157;0,304;4,118;4,605;46,905;55,932;0
05.01.2023;CET;08:00;08:15;MW;8,516;9,926;34,503;57,812;110,757;0,819;0,063;2,662;5,199;8,743;0
05.01.2023;CET;08:15;08:30;MW;12,764;9,267;33,948;33,719;89,698;0,002;0,000;1,955;6,628;8,585;0
05.01.2023;CET;08:30;08:45;MW;31,228;11,640;39,099;46,000;127,967;0,527;0,017;2,553;1,410;4,507;0
05.01.2023;CET;08:45;09:00;MW;2,296;10,245;27,370;29,970;69,881;0,240;0,059;2,727;1,774;4,800;0
05.01.2023;CET;09:00;09:15;MW;0,728;7,841;13,492;2,964;25,025;0,692;0,102;2,681;2,154;5,629;0
05.01.2023;CET;09:15;09:30;MW;0,708;4,113;9,098;6,779;20,698;13,297;3,034;2,610;28,453;47,394;0
05.01.2023;CET;09:30;09:45;MW;61,018;61,583;58,717;83,625;264,943;0,006;0,000;2,191;0,000;2,197;0
05.01.2023;CET;09:45;10:00;MW;5,569;21,984;28,751;27,327;83,631;9,927;0,562;2,716;5,111;18,316;0
05.01.2023;CET;10:00;10:15;MW;9,014;4,936;6,018;7,669;27,637;14,596;1,923;2,889;7,070;26,478;0
05.01.2023;CET;10:15;10:30;MW;0,000;0,031;0,177;0,636;0,844;75,308;12,727;4,613;54,628;147,276;0
05.01.2023;CET;10:30;10:45;MW;0,000;0,000;0,052;0,000;0,052;110,276;16,914;4,949;114,533;246,672;0
05.01.2023;CET;10:45;11:00;MW;0,000;0,000;0,068;0,000;0,068;101,972;16,965;5,542;150,763;275,242;0
05.01.2023;CET;11:00;11:15;MW;0,019;0,000;0,026;0,000;0,045;96,251;17,146;5,168;156,151;274,716;0
05.01.2023;CET;11:15;11:30;MW;0,000;0,000;0,093;0,120;0,213;94,561;15,558;3,926;93,638;207,683;0
05.01.2023;CET;11:30;11:45;MW;8,033;2,891;4,061;3,430;18,415;0,986;0,075;2,802;0,785;4,648;0
05.01.2023;CET;11:45;12:00;MW;29,215;5,135;13,272;3,974;51,596;0,492;0,310;2,013;0,063;2,878;0
05.01.2023;CET;12:00;12:15;MW;0,011;7,072;21,076;17,050;45,209;0,798;0,198;1,923;0,694;3,613;0
05.01.2023;CET;12:15;12:30;MW;0,002;8,725;20,411;32,670;61,808;0,665;0,055;2,367;1,833;4,920;0
05.01.2023;CET;12:30;12:45;MW;0,000;17,443;37,141;108,444;163,028;0,782;0,040;2,305;0,457;3,584;0
05.01.2023;CET;12:45;13:00;MW;0,002;0,095;0,251;0,049;0,397;0,286;0,201;2,282;2,055;4,824;0
05.01.2023;CET;13:00;13:15;MW;0,000;11,389;26,896;48,604;86,889;0,999;0,133;2,618;0,792;4,542;0
05.01.2023;CET;13:15;13:30;MW;45,597;21,635;57,997;325,469;450,698;0,825;0,000;1,880;0,000;2,705;0
